port,train_count,test_count,label_dist,data_count,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
5001,5952,992,even,more,0.41304347826086957,0.021739130434782608,0.5,0.5543478260869565,0.5978260869565217,0.5434782608695652,0.4782608695652174,0.5543478260869565,0.5434782608695652,0.5760869565217391,0.6847826086956522,0.532608695652174,0.5543478260869565,0.6630434782608695,0.5978260869565217,0.6195652173913043
5002,5973,1013,zipf,more,0.8461538461538461,1.0,0.9230769230769231,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.9230769230769231,0.9230769230769231,0.8461538461538461,1.0,0.6153846153846154,0.9230769230769231,1.0
5003,5952,992,even,more,0.4782608695652174,0.5108695652173914,0.45652173913043476,0.5869565217391305,0.6413043478260869,0.6413043478260869,0.5760869565217391,0.6086956521739131,0.5543478260869565,0.43478260869565216,0.5978260869565217,0.5652173913043478,0.6195652173913043,0.6304347826086957,0.5217391304347826,0.6086956521739131
5004,5952,992,even,more,0.5652173913043478,0.010869565217391304,0.5434782608695652,0.4891304347826087,0.5978260869565217,0.5978260869565217,0.5869565217391305,0.6195652173913043,0.5434782608695652,0.5760869565217391,0.6304347826086957,0.6521739130434783,0.6521739130434783,0.5978260869565217,0.5869565217391305,0.5543478260869565
5005,5952,992,even,more,0.4782608695652174,0.3804347826086957,0.5,0.532608695652174,0.4891304347826087,0.5,0.6086956521739131,0.5760869565217391,0.5760869565217391,0.5978260869565217,0.5760869565217391,0.5760869565217391,0.532608695652174,0.5543478260869565,0.4891304347826087,0.4891304347826087
5006,5952,992,even,more,0.4673913043478261,0.4891304347826087,0.532608695652174,0.4891304347826087,0.5978260869565217,0.44565217391304346,0.5652173913043478,0.4673913043478261,0.5978260869565217,0.4891304347826087,0.5434782608695652,0.5869565217391305,0.5869565217391305,0.5869565217391305,0.5543478260869565,0.5543478260869565
5007,5952,992,even,more,0.391304347826087,0.44565217391304346,0.42391304347826086,0.532608695652174,0.6304347826086957,0.532608695652174,0.5434782608695652,0.5760869565217391,0.5760869565217391,0.5869565217391305,0.5543478260869565,0.5760869565217391,0.5869565217391305,0.6413043478260869,0.6521739130434783,0.4673913043478261
5008,5952,992,even,more,0.021739130434782608,0.021739130434782608,0.5434782608695652,0.4782608695652174,0.42391304347826086,0.6195652173913043,0.6086956521739131,0.6195652173913043,0.5760869565217391,0.5869565217391305,0.5217391304347826,0.5543478260869565,0.6739130434782609,0.6195652173913043,0.6195652173913043,0.5434782608695652
5009,5952,992,even,more,0.0,0.5108695652173914,0.4673913043478261,0.5543478260869565,0.5217391304347826,0.6413043478260869,0.532608695652174,0.6521739130434783,0.5978260869565217,0.6195652173913043,0.5978260869565217,0.6086956521739131,0.5869565217391305,0.5,0.5869565217391305,0.6304347826086957
5010,5952,992,even,more,0.5108695652173914,0.010869565217391304,0.45652173913043476,0.4891304347826087,0.6086956521739131,0.4891304347826087,0.5869565217391305,0.6304347826086957,0.5434782608695652,0.5652173913043478,0.44565217391304346,0.6086956521739131,0.5652173913043478,0.6413043478260869,0.5869565217391305,0.6086956521739131
